141	[41, 138, 151, 168, 171]
142	[13, 135, 155, 174, 194]
143	[19, 43, 79, 83, 99]
144	[5, 30, 59, 63, 122, 129]
145	[3, 86, 149, 184, 186]
146	[0, 60, 61, 67, 103, 162, 192]
147	[42, 51, 58, 65, 68, 103, 144]
148	[3, 9, 23, 51, 97, 104, 208]
149	[28, 76, 129]
150	[9, 63, 75, 122, 132, 148]
151	[94, 136, 164]
152	[122, 143, 159]
153	[9, 60, 88, 106, 130, 150, 193]
154	[0, 57]
155	[25, 79, 91]
156	[18, 79, 132, 167, 214]
157	[11, 52, 157, 173, 209]
158	[3, 22, 29, 52, 85, 88]
159	[59, 61]
160	[6, 7, 10, 71, 199]
161	[6, 13, 69, 83, 169]
162	[4, 24, 76]
163	[44, 55, 83]
164	[8, 21, 44, 82, 93, 99, 145]
165	[38, 63, 83]
166	[0, 80, 82, 84, 134]
167	[20, 25, 51, 118, 169, 205]
168	[25, 31, 37]
169	[55, 80, 93, 105, 153, 162, 193, 225]
170	[21, 34, 56, 96, 181, 197]
171	[74, 94, 100, 113]
172	[97, 111, 131, 138]
173	[32, 62, 99, 101]
174	[13, 106, 164, 168]
175	[94, 181, 209, 217, 219]
176	[3, 92]
177	[19, 85, 104]
178	[68, 84]
179	[1, 11, 15, 103, 124, 131]
180	[6, 22]
181	[36, 92, 109, 127, 147, 177, 221]
182	[0, 11, 12, 22, 30, 38, 41, 166]
183	[40, 50, 82, 92]
184	[0, 4, 16, 59, 93, 155, 217]
185	[4, 14, 62]
186	[21, 36, 155]
187	[50, 54, 67, 82, 89, 168]
188	[4, 11, 79, 123, 147]
189	[8, 129, 139, 160]
190	[104, 137, 154, 161, 173]
191	[5, 34, 42, 71, 109, 171]
192	[8, 40, 54]
193	[47, 70, 84, 133, 143, 211]
194	[6, 20, 29, 90, 99, 143, 147]
195	[9, 10, 12, 35, 143, 205]
196	[24, 74, 104, 119, 204]
197	[31, 32, 44, 76, 83, 188, 209]
198	[25, 74, 76, 83, 106]
199	[1, 18, 51, 64, 174]
200	[37, 77, 80]
201	[17, 43, 78]
202	[0, 48, 71, 95, 124, 168, 184, 204]
203	[3, 10, 15, 16, 48, 121, 180, 219]
204	[22, 72, 73, 87, 116, 128]
205	[1, 31, 35, 102, 119, 162, 222]
206	[44, 52, 74, 143, 172, 189]
207	[2, 27, 44, 49, 56]
208	[55, 76, 176]
209	[18, 30, 33, 80, 112, 149, 168]
210	[11, 41, 49, 53, 90]
211	[1, 6, 57, 74, 92]
212	[34, 50, 61, 132, 170]
213	[126, 135, 173, 180]
214	[3, 13, 46]
215	[3, 58, 76, 83, 102, 116, 157]
216	[13, 54, 107, 134, 148, 154, 156]
217	[24, 72, 77, 103, 136, 209, 214]
218	[17, 23, 43]
219	[107, 164]
220	[15, 39, 78]
221	[65, 94, 155, 188]
222	[39, 41, 98, 156]
223	[0, 33, 94, 174]
224	[17, 34, 150]
225	[14, 73, 226]
226	[0, 2, 15, 34, 105, 141, 146]
227	[5, 69, 93, 134]
228	[65, 107, 145]
229	[38, 108, 124, 154]
230	[8, 56, 188, 196, 223]
231	[32, 118]
232	[16, 60]
233	[22, 67, 103, 134, 142, 152]
234	[6, 62, 75, 82, 130]
235	[19, 52, 56, 164]
236	[6, 22, 70, 91]
237	[26, 41, 48, 69, 140, 153]
238	[10, 31, 95, 119, 125, 142, 163, 224]
239	[49, 105, 169, 205]
240	[5, 24, 98, 131, 154, 160]
241	[12, 13, 17, 86, 110, 158, 182, 195, 212]
242	[83, 95, 102, 158, 176]
243	[64, 71, 75, 78]
244	[25, 29, 36, 44, 55, 105, 125, 157]
245	[119, 123, 133, 134, 159]
246	[2, 16, 30, 33, 107, 155, 205]
247	[63, 113, 135]
248	[8, 102, 137, 225]
249	[4, 78, 100, 173, 187, 197]
250	[96, 139]
251	[36, 44, 134, 147, 172]
252	[34, 36, 61, 152, 201]
253	[23, 34, 61, 79, 83]
254	[2, 34, 35, 57, 72, 91, 202, 203]
255	[12, 31, 37, 79, 99, 115, 188, 201, 217]
256	[12, 68, 77]
257	[15, 22, 76, 107, 133, 163, 181, 208]
258	[8, 43, 78]
259	[69, 81, 118, 122, 145, 170]
260	[68, 121, 153, 154, 167, 224]
261	[8, 30, 74, 180, 208, 226]
262	[6, 7, 93, 98, 170]
263	[12, 18]
264	[57, 103, 121, 173, 192, 197]
265	[6, 24, 43]
266	[6, 36, 37, 61, 105, 180]
267	[11, 28, 54, 157]
268	[25, 49, 115, 173, 196, 202, 213]
269	[45, 140, 156, 162, 184]
270	[52, 55, 61]
271	[3, 79, 86]
272	[52, 55, 107]
273	[17, 25, 30, 74, 136]
274	[40, 101, 111, 154, 161]
275	[24, 35, 125, 175, 184]
276	[26, 53, 56]
277	[8, 20, 25, 28, 113, 116, 149]
278	[46, 47, 63]
279	[6, 32, 40, 52, 55, 108]
280	[2, 7, 38, 69, 86, 137]
281	[42, 51, 128]
282	[15, 27, 135, 188]
283	[4, 62, 92, 114, 133, 143, 178, 209]
284	[6, 42, 70, 99, 118, 123, 147]
285	[24, 93, 96, 101, 106, 152, 153, 188]
286	[50, 135, 155, 184, 196]
287	[4, 56, 119, 120, 129, 165]
288	[37, 43, 93]
289	[0, 37, 38, 62, 67, 209, 210]
290	[5, 13, 16, 18, 56, 64, 167]
291	[10, 31, 49, 56, 87]
292	[3, 11, 27, 33, 68, 99, 166]
293	[91, 118, 147, 193]
294	[1, 53, 55, 70, 85]
295	[11, 22, 118, 127, 137]
296	[15, 33, 39, 57, 167, 184]
297	[15, 64]
298	[76, 85]
299	[90, 93, 106, 130, 145]
300	[31, 47, 101]
301	[9, 38, 76, 177, 199, 206, 226]
302	[0, 5]
303	[8, 13, 76]
304	[25, 27, 52, 147, 194, 195, 210]
305	[24, 47, 75, 119, 151, 195, 197, 219]
306	[36, 47, 51]
307	[44, 88, 136]
308	[11, 50, 76, 79, 94, 130]
309	[9, 44, 86, 157]
310	[46, 52, 61, 88, 122]
311	[28, 36, 52, 86, 177, 183]
312	[17, 19, 56, 168, 187, 213]
313	[39, 54, 66]
314	[76, 91]
315	[24, 48, 51, 64]
316	[13, 85, 102]
317	[2, 21, 70, 84, 154, 196, 210]
318	[17, 142, 157]
319	[37, 49, 86, 147, 153, 165, 215]
320	[73, 77, 100, 111, 156, 164, 178]
321	[25, 30, 36, 151, 160, 186, 206]
322	[6, 14, 106, 128, 165, 223]
323	[62, 65, 85, 101, 115, 148, 154]
324	[14, 55, 89, 94, 198, 200]
325	[2, 5]
326	[32, 80, 110]
327	[4, 11, 15, 16, 37, 146, 208]
328	[40, 59]
329	[71, 133, 144, 157, 160, 183]
330	[86, 187, 199, 212, 215]
331	[3, 32, 72, 84, 120, 133]
332	[9, 35, 60]
333	[35, 53, 118, 144, 152]
334	[40, 96, 109, 150]
335	[13, 53, 134, 144, 148, 179]
336	[2, 39, 52, 71, 113]
337	[23, 58, 128]
338	[19, 142, 155, 174, 196, 199, 206]
339	[7, 18, 27, 39, 43, 71, 113, 138]
340	[16, 41, 58, 160, 174, 196]
341	[3, 64, 73, 114, 175]
342	[81, 94, 156]
343	[41, 94, 124, 150]
344	[19, 21, 101, 110, 121]
345	[76, 107]
346	[4, 15, 57, 64, 157]
347	[3, 104]
348	[14, 21, 23, 29, 48, 61, 108]
349	[31, 46, 55, 118, 145, 191, 192]
350	[6, 18, 89, 107, 110, 116]
351	[42, 43, 47, 67, 123]
352	[64, 76, 177]
353	[22, 37, 47, 135, 147, 205]
354	[35, 53, 79, 86, 92, 142]
355	[40, 79, 87]
356	[7, 43, 73, 127, 130, 135, 207]
357	[9, 15, 29]
358	[11, 21, 37, 119, 137, 172]
359	[8, 66, 135]
360	[16, 19, 24]
361	[6, 21]
362	[18, 74, 126, 127, 166]
363	[3, 21, 87, 101]
364	[11, 99, 119, 169, 198]
365	[67, 89, 115, 125, 135, 196]
366	[12, 130, 171, 184]
367	[17, 79, 110, 112, 193]
368	[18, 53, 57, 101, 106, 126, 138, 140, 172]
369	[63, 71, 113, 142, 196, 222]
370	[3, 36, 148, 157, 188]
371	[4, 17, 52, 56]
372	[15, 67, 75, 94, 125, 142, 185]
373	[9, 21, 33, 92, 124, 143, 223]
374	[21, 69, 71, 84, 108]
375	[17, 18, 48, 74]
376	[35, 37, 94, 202]
377	[25, 102, 137, 176, 204, 212]
378	[31, 35, 50, 80, 123]
379	[54, 65, 68]
380	[14, 51, 59]
381	[4, 29, 78, 156, 195, 227]
382	[2, 8, 28, 38, 102]
383	[0, 27, 30, 41, 70, 77]
384	[2, 7, 32, 51, 103, 143]
385	[1, 115, 146, 174, 191, 219, 224]
386	[2, 27, 33, 49, 66, 71, 152, 154]
387	[3, 35, 43, 74, 120, 147]
388	[24, 53, 92, 114, 137]
389	[41, 119, 123, 134, 135, 154, 155]
390	[46, 94, 100, 119, 185]
391	[58, 78, 81, 159, 168, 187]
392	[63, 117, 119]
393	[4, 38, 62, 160, 184]
394	[4, 9, 33, 51, 107]
395	[32, 34, 69, 100]
396	[9, 41, 45, 89, 121]
397	[24, 48, 56, 99, 111]
398	[5, 83, 93, 186, 194]
399	[2, 12, 64, 81, 136]
400	[6, 53, 86, 119, 222]
401	[67, 95, 131, 136]
402	[92, 138, 182, 207]
403	[17, 28, 108, 132, 171]
404	[54, 57, 141]
405	[13, 79, 89, 122, 160, 172, 216]
406	[12, 105, 112, 120, 190]
407	[8, 91, 156]
408	[7, 61, 75]
409	[22, 65]
410	[62, 94, 144, 153, 199]
411	[51, 60, 85, 105]
412	[51, 68, 84, 98, 174, 183, 192]
413	[15, 18, 76, 89, 93, 167, 179]
414	[10, 41, 43, 51, 73]
415	[6, 41, 58, 165]
416	[99, 112, 156, 168]
417	[81, 95, 112, 123, 131]
418	[11, 63, 100, 104, 172, 181]
419	[7, 29, 57, 85, 89]
420	[32, 56, 96, 107, 116]
421	[32, 52, 74, 99, 184, 186]
422	[101, 108, 115]
423	[57, 75, 112, 197, 199, 221]
424	[11, 34, 37, 70, 115, 144, 220]
425	[43, 70, 101]
426	[10, 17, 49, 88, 171]
427	[7, 24, 55, 63, 79]
428	[34, 69, 73, 76, 142, 154, 173]
429	[53, 74, 147, 148, 168, 179]
430	[14, 27, 132, 157, 171]
431	[37, 59, 191]
432	[40, 86, 121, 122, 134, 163, 203]
433	[4, 19, 60, 160, 179]
434	[8, 16, 30, 66, 137, 216]
435	[67, 78, 120, 139]
436	[2, 34, 44, 50, 153]
437	[0, 43, 59, 144, 186, 215, 219]
438	[1, 36, 84, 85, 108, 133, 142, 177]
439	[85, 95]
440	[3, 45, 69, 132, 159, 212]
441	[52, 70, 133, 147, 178]
442	[43, 114, 125]
443	[22, 50, 52, 65, 72, 85, 119, 151]
444	[86, 93, 99, 110, 184]
445	[7, 40, 81, 96, 104]
446	[32, 39, 126]
447	[0, 27, 149, 198]
448	[7, 24, 100, 166, 215]
449	[42, 55, 73]
450	[37, 38, 52, 66, 92, 106, 203]
451	[14, 27, 119, 130]
452	[17, 46, 72]
453	[15, 32, 58, 84, 111, 177, 184, 214]
454	[35, 53, 60, 127, 167]
455	[7, 12, 26, 100, 126, 157, 218]
456	[20, 78, 142, 148]
457	[3, 33, 65, 140, 215]
458	[17, 52, 96]
459	[30, 129, 148]
460	[4, 46, 59, 220]
461	[48, 87, 93, 119, 130, 169, 203]
462	[83, 87, 118]
463	[15, 34, 99, 162, 165]
464	[7, 19, 31, 144, 149, 156]
465	[0, 49, 99]
466	[11, 37, 63, 84, 88, 191, 211, 218]
467	[33, 65, 101, 221]
468	[5, 18, 90]
469	[6, 16, 17, 19, 33, 49, 89, 166]
470	[4, 7, 8, 9, 21, 49, 122, 157, 190]
471	[0, 15, 19, 50, 57, 129, 167, 225]
472	[19, 43, 60, 100, 154, 171, 207]
473	[4, 72, 105, 143, 153, 180, 221]
474	[40, 43, 59, 103]
475	[18, 23, 64]
476	[109, 134]
477	[0, 60, 115]
478	[5, 18, 21, 27, 33, 44, 98]
479	[14, 57, 106, 142, 171]
480	[60, 111, 131, 138, 167]
481	[5, 45, 87, 147, 165, 194]
482	[18, 44, 133, 141, 167, 168]
483	[52, 61, 81]
484	[37, 38, 128]
485	[43, 113, 122, 124, 214]
486	[25, 160, 179]
487	[10, 61, 86, 120, 121, 190]
488	[10, 153, 160, 164]
489	[6, 129, 178, 193, 205, 216, 226]
490	[24, 27, 82, 127, 150, 170, 185]
491	[10, 61, 74]
492	[0, 27, 80, 180]
493	[33, 64, 126]
494	[80, 136, 152, 188]
495	[13, 34]
496	[55, 125, 147, 158, 172]
497	[9, 21, 90, 114, 138]
498	[39, 58, 63, 96, 119, 186]
499	[12, 108, 130, 138, 150]
500	[65, 71, 130, 170, 180, 187]
501	[62, 70, 109]
502	[9, 13, 28]
503	[8, 9, 10, 17, 159, 172, 180, 184]
504	[10, 48, 108]
505	[4, 48, 54, 75, 115, 143, 188]
506	[50, 71, 72, 120]
507	[5, 30, 68, 69, 101]
508	[56, 74, 103, 118]
509	[27, 46, 81, 94, 141]
510	[28, 82, 95, 154, 176, 213]
511	[6, 11, 104, 138, 182]
512	[19, 100, 187, 220]
513	[6, 37, 158, 194, 221]
514	[29, 30, 104]
515	[17, 27, 32, 69]
516	[64, 67, 177]
517	[41, 45, 95, 119, 133, 147, 158]
518	[16, 40, 49, 81]
519	[3, 4, 28]
520	[2, 4, 8, 12, 22, 38]
521	[10, 55, 125, 140, 187]
522	[9, 20, 33, 46, 100, 135, 146, 172]
523	[28, 36, 73, 94, 117]
524	[14, 53, 105]
525	[8, 11, 77, 127, 131, 145, 170, 172]
526	[32, 38, 56, 74, 95]
527	[36, 51, 79, 90]
528	[45, 141]
529	[47, 48, 62, 89, 92]
530	[29, 51, 63, 113, 115]
531	[10, 171, 196, 216, 221]
532	[15, 19, 65, 148, 173, 226]
533	[9, 51, 79, 102, 149, 199, 206, 207, 210]
534	[10, 41, 97]
535	[19, 24, 27, 70, 71, 72, 175, 215]
536	[24, 51, 144]
537	[31, 48, 76, 125, 155, 186, 218]
538	[3, 75, 120, 160, 179, 185]
539	[5, 17, 110, 141, 157, 201, 203]
540	[88, 117, 121, 145, 201]
541	[44, 138, 146, 182, 206]
542	[26, 91, 193, 212]
543	[3, 70, 100, 185]
544	[10, 53, 104, 107]
545	[90, 138, 140, 169, 176]
546	[23, 100, 104, 115, 160, 184]
547	[65, 74, 135]
548	[11, 41, 200, 202, 222]
549	[12, 14, 78, 94, 102]
550	[25, 41, 61, 80, 89, 125]
551	[9, 12, 41, 93, 159]
552	[33, 77, 78]
553	[15, 55, 68, 99, 143]
554	[3, 17, 31, 33, 45, 119, 126, 142, 204, 225]
555	[13, 80, 84, 139]
556	[3, 5, 9, 19, 37, 62, 185, 210]
557	[10, 12, 32, 38, 82, 109, 130, 148]
558	[18, 23, 53, 135, 217]
559	[19, 49, 84, 151, 178]
560	[39, 47, 104, 127, 152, 183]
561	[71, 74, 78, 131]
562	[0, 15, 73, 86, 105, 126, 165, 167, 181]
563	[40, 54, 56, 85, 108, 134, 147]
564	[31, 44, 51, 105]
565	[6, 30, 107, 154, 202, 213]
566	[18, 27, 130, 132, 138, 185, 191]
567	[48, 83, 85, 125, 133, 171]
568	[55, 100, 111, 205, 217]
569	[11, 84, 91]
570	[5, 46]
571	[14, 123, 138, 167, 168]
572	[114, 117]
573	[66, 118, 180, 192]
574	[79, 124, 152]
575	[33, 77, 119]
576	[5, 8, 27, 35, 80]
577	[2, 39, 56, 141, 210]
578	[15, 52, 58, 114, 183, 209]
579	[11, 24, 65, 102, 118, 152, 196]
580	[10, 45, 67, 69, 99, 138, 199, 222]
581	[3, 30, 45, 68, 151, 165, 218]
582	[77, 95, 123, 171, 212]
583	[1, 4, 16, 101, 128, 142, 206]
584	[37, 80]
585	[10, 27, 39, 83, 108, 139, 140]
586	[2, 7, 20, 49, 59, 78, 101, 109, 222]
587	[0, 65, 92, 118, 160]
588	[16, 78, 100, 107, 118, 147, 204]
589	[18, 154, 174, 191, 202]
590	[120, 125, 134, 139]
591	[20, 76, 87, 92, 97, 129]
592	[18, 42, 65, 67, 116, 157, 187]
593	[24, 28, 30, 64, 81, 111, 196]
594	[8, 9, 14, 18, 26, 33, 39, 146, 163]
595	[12, 24, 38]
596	[23, 59, 64, 117, 167]
597	[2, 6, 15, 23, 30, 120, 130]
598	[16, 19, 20, 22, 39, 107, 118, 214]
599	[37, 71, 97, 99, 116]
600	[21, 25, 61, 75, 111]
601	[28, 68, 94, 95, 176, 191]
602	[55, 107]
603	[11, 42, 55, 75, 98, 101, 185, 209]
604	[55, 56, 58, 65, 96, 156]
605	[16, 36, 144, 154]
606	[50, 80, 137, 153, 173, 176, 220]
607	[13, 43, 71]
608	[9, 24, 59, 115, 215, 219]
609	[11, 15, 16, 78, 92, 111, 197]
610	[17, 70, 90, 171]
611	[53, 71, 72, 93, 124, 176, 194]
612	[20, 73, 138]
613	[128, 146]
614	[12, 60, 62]
615	[12, 22, 24, 47, 57, 192, 217]
616	[8, 73, 101, 135]
617	[11, 26]
618	[57]
619	[66, 70, 135, 140]
620	[19, 35, 50, 54, 71, 83, 98, 106]
621	[30, 70, 165, 209, 210]
622	[8, 28, 56, 188, 195, 211]
623	[0, 4, 21]
624	[15, 37, 50, 122, 124, 139, 172, 197, 211]
625	[11, 38, 58]
626	[27, 63, 194]
627	[27, 39, 82, 90, 135, 147, 191]
628	[14, 19, 69, 82, 99, 104, 124, 136, 212]
629	[48, 52, 108, 157, 190, 205]
630	[34, 60, 64, 126, 132, 136, 138]
631	[0, 91]
632	[78]
633	[10, 53, 125, 155]
634	[2, 37, 66, 79, 189, 192]
635	[47, 61, 77, 103, 161, 169, 176, 188]
636	[44, 63, 93, 128]
637	[44, 74, 137, 211]
638	[47, 78, 99]
639	[25, 38, 50, 69, 88, 123, 171, 223]
640	[1, 59, 70]
641	[19, 64, 166, 173, 177]
642	[18, 41, 137, 197, 218, 225]
643	[18, 31, 122, 133, 148]
644	[76, 136, 138, 156, 189, 205]
645	[101, 108, 128, 189, 214]
646	[18, 43, 55, 67, 165, 216]
647	[20, 31, 37, 39, 106, 195, 213]
648	[20, 30, 125, 132]
649	[80, 129, 159, 161, 209, 221]
650	[1, 34, 39, 56, 141, 190]
651	[12, 36, 92, 132, 155, 180]
652	[29, 51, 85, 173]
653	[6, 29, 60, 184, 208]
654	[13, 22, 57, 79, 119]
655	[0, 11, 15, 31, 39, 43, 110, 145, 221]
656	[18, 120]
657	[57, 129, 140]
658	[35, 41, 42, 46, 105, 131, 176]
659	[32, 35, 59, 84, 111, 152, 168, 218]
660	[32, 85, 94]
661	[45, 117, 127]
662	[60, 98, 103, 106, 174, 197, 211]
663	[59, 62, 100, 112, 146, 178, 217]
664	[5, 30, 58, 168, 179, 196]
665	[2, 42, 75, 84, 163, 175]
666	[22, 26, 59, 64, 97, 129, 150, 196]
667	[27, 57, 146]
668	[57, 78, 83, 110, 123, 163]
669	[1, 34, 37, 59, 98]
670	[0, 39, 58, 77, 124]
671	[20, 58]
672	[8, 11, 47, 159, 200, 212]
673	[77, 104, 114, 128, 129, 212]
674	[15, 21, 31, 70]
675	[18, 53, 139, 144, 210, 214, 224]
676	[4, 120, 121, 147]
677	[5, 16, 45, 121]
678	[3, 7, 13, 18, 52, 91, 100]
679	[34, 105]
680	[17, 40, 50, 76, 111, 142]
681	[8, 45, 68, 80]
682	[12, 24, 51, 59, 92]
683	[70, 72, 139, 162, 224]
684	[15, 26, 43, 51, 93, 152]
685	[5, 38, 75, 83, 87]
686	[3, 40, 44, 134]
687	[1, 45, 82, 134, 201, 227]
688	[18, 38, 47, 68, 110, 129, 223]
689	[41, 115, 133, 144, 152, 208]
690	[8, 11, 14, 49, 120, 166, 210, 224]
691	[109, 138, 204, 213, 215, 219]
692	[1, 18, 32, 67, 92, 172]
693	[11, 27, 111, 133]
694	[59, 128]
695	[6, 11, 16, 53, 55]
696	[4, 15, 162, 174, 189]
697	[5, 11, 21, 24, 88, 117, 208]
698	[70, 76]
699	[3, 37, 72, 78, 122, 124, 167, 183]
700	[46, 147]
701	[27, 52, 54]
702	[46, 59, 107, 156]
703	[31, 44, 122]
704	[14, 78, 133, 148, 155, 190, 209]
705	[2, 144, 157]
706	[58, 60, 62, 83, 148]
707	[11, 44, 162, 174, 185]
708	[2, 10, 29, 86, 164]
709	[0, 49, 64, 69, 80, 91]
710	[18, 37, 88, 92, 93, 146, 161]
711	[3, 12, 39, 86, 126, 156, 192]
712	[40, 54, 79, 112]
713	[8, 46, 51, 71, 83, 145, 196]
714	[77, 86, 90, 96, 119, 188]
715	[34, 53, 91, 102, 107, 133]
716	[45, 51, 153]
717	[30, 46, 53]
718	[39, 43, 74, 118, 134]
719	[22, 121, 154, 215, 218]
720	[6, 14, 26, 60]
721	[66, 103, 151, 209]
722	[5, 77, 145, 146]
723	[23, 99]
724	[37, 67, 161, 175, 210, 216]
725	[79, 87, 113, 139]
726	[11, 36, 70, 193, 221]
727	[5, 50, 111, 150]
728	[12, 57, 68, 110, 155, 184, 213]
729	[25, 84, 138, 154, 166]
730	[2, 61]
731	[36, 87]
732	[0, 4, 77, 79, 217]
733	[48, 132, 166]
734	[36, 38, 39, 52, 82, 173]
735	[6, 112]
736	[49, 97, 124, 146]
737	[19, 104, 154]
738	[57, 129, 143]
739	[53, 137, 212]
740	[16, 19, 22, 53, 107, 123, 148, 191]
741	[45, 64, 133, 139, 161]
742	[18, 38, 42, 66]
743	[31, 58, 145, 146, 148, 183, 210]
744	[46, 61, 94, 118, 147]
745	[39, 115, 143, 189, 202]
746	[75, 78, 147, 148]
747	[10, 14, 16, 17, 50, 53, 55, 86]
748	[56, 71, 121, 135, 170, 217]
749	[38, 81, 112, 138]
750	[16, 72]
751	[14, 59, 68, 96, 108, 134, 142]
752	[33, 50, 58, 101, 129]
753	[16, 34, 120]
754	[15, 17, 47, 105, 128, 133]
755	[22, 36, 81, 129, 135, 172]
756	[16, 18, 76, 86, 107, 146]
757	[62, 105, 109]
758	[11, 41, 116, 130, 206]
759	[89, 124, 157, 185]
760	[1, 3, 7, 44, 46, 121, 169]
761	[34, 46, 60, 76]
762	[29, 87]
763	[14, 41, 53]
764	[0, 23, 83]
765	[13, 22, 45, 85, 162, 205]
766	[26, 40, 83, 85]
767	[80, 86, 106, 112, 131, 188]
768	[13, 15, 61, 83, 156]
769	[43, 67, 84, 152, 166]
770	[55, 107, 118, 174, 183]
771	[12, 22, 67]
772	[12, 22]
773	[3, 89, 146, 223]
774	[9, 10, 13, 20, 34, 57, 92, 185]
775	[45, 64, 137]
776	[5, 78, 102, 163, 174, 175]
777	[3, 16, 60, 109, 155, 200]
778	[29, 38, 43, 88]
779	[15, 67, 119]
780	[21, 83, 85, 93]
781	[4, 5, 9, 35, 222]
782	[56, 116, 137, 155, 188, 197]
